SpinCore Single Pulse NMR & NQR Experiment
ADC Frequency (MHz): 75.00
Blanking Bit: 2.0
Blanking Delay (ms): 3.000
Amplitude: 1.00
Spectrometer Frequency (MHz): 29.9015
Spectral Width (kHz): 3000.00
Number of Scans: 
Pulse-Width (us): 1.5
Pulse Phase (Degrees): 0.00
Transient Delay (us): 20.0
Repetition Delay (s): 0.1
Number of Acquisition Points: 16384.0
BYPASS FIR: YES
Shape: Hard
CYCLOPS: Yes
 
Frequency (kHz), Power Spectral Density Data
-10.2539, 2314484.0747
-10.0708, 2392128.0528
-9.8877, 2424591.3364
-9.7046, 2485335.8364
-9.5215, 2495445.0524
-9.3384, 2499155.0057
-9.1553, 2528524.7895
-8.9722, 2579109.0452
-8.7891, 2592042.7143
-8.6060, 2599988.8790
-8.4229, 2622653.1496
-8.2397, 2655806.6439
-8.0566, 2680514.1168
-7.8735, 2734591.6288
-7.6904, 2759872.7465
-7.5073, 2813287.6991
-7.3242, 2809201.5721
-7.1411, 2851939.3614
-6.9580, 2894613.7768
-6.7749, 2893953.5996
-6.5918, 2917302.5062
-6.4087, 2967499.9440
-6.2256, 3009551.0454
-6.0425, 3045507.5335
-5.8594, 3073592.5294
-5.6763, 3102659.8380
-5.4932, 3132453.8544
-5.3101, 3160776.6088
-5.1270, 3160353.0867
-4.9438, 3211270.1450
-4.7607, 3286292.0312
-4.5776, 3275572.1165
-4.3945, 3357489.5834
-4.2114, 3390359.6794
-4.0283, 3437622.3453
-3.8452, 3467918.4188
-3.6621, 3541110.2361
-3.4790, 3568405.3518
-3.2959, 3695612.5141
-3.1128, 3746718.3116
-2.9297, 3838222.6898
-2.7466, 3883983.7907
-2.5635, 3966155.1058
-2.3804, 4072797.9507
-2.1973, 4214645.9795
-2.0142, 4359366.3296
-1.8311, 4469490.4122
-1.6479, 4622270.9545
-1.4648, 4830378.9164
-1.2817, 5056986.2012
-1.0986, 5292060.5526
-0.9155, 5610316.5180
-0.7324, 5994493.0175
-0.5493, 6525340.6726
-0.3662, 7335380.4925
-0.1831, 8203173.5644
-0.0000, 9077749.5389
0.1831, 7793000.9189
0.3662, 6886578.4802
0.5493, 6282454.7579
0.7324, 5913104.7393
0.9155, 5547987.1076
1.0986, 5262480.3983
1.2817, 5051786.3992
1.4648, 4804598.4184
1.6479, 4606131.5823
1.8311, 4448779.3000
2.0142, 4285162.3326
2.1973, 4143801.9540
2.3804, 3994300.0820
2.5635, 3913835.7550
2.7466, 3781630.5332
2.9297, 3717443.7151
3.1128, 3569025.0566
3.2959, 3511510.0246
3.4790, 3432815.5970
3.6621, 3355001.2999
3.8452, 3279380.7613
4.0283, 3190754.7968
4.2114, 3139605.7944
4.3945, 3084544.8299
4.5776, 3004041.3467
4.7607, 2993348.5575
4.9438, 2897905.7248
5.1270, 2851294.5632
5.3101, 2799910.7836
5.4932, 2754647.1297
5.6763, 2718535.0054
5.8594, 2634816.4604
6.0425, 2632452.1577
6.2256, 2598059.8390
6.4087, 2551988.0283
6.5918, 2547846.2633
6.7749, 2495773.2165
6.9580, 2447102.3991
7.1411, 2432256.5596
7.3242, 2418137.6827
7.5073, 2336804.1334
7.6904, 2312010.0180
7.8735, 2313645.7976
8.0566, 2281529.3368
8.2397, 2254162.6701
8.4229, 2266728.7837
8.6060, 2236843.7049
8.7891, 2185933.1585
8.9722, 2190384.3874
9.1553, 2192664.5928
9.3384, 2139899.1719
9.5215, 2155387.7332
9.7046, 2091074.8158
9.8877, 2101954.9307
10.0708, 2072998.7802
10.2539, 2091034.2592
10.4370, 2051775.2252
10.6201, 2082318.9468
10.8032, 2050365.1423
10.9863, 2056343.9466
11.1694, 2027371.9833
11.3525, 2031596.8249
11.5356, 2050269.5079
11.7188, 2035629.9157
11.9019, 2020915.6444
12.0850, 2049371.9481
12.2681, 1998692.9044
12.4512, 2012335.4252
12.6343, 2007353.5175
12.8174, 2001199.4932
13.0005, 2031835.1949
13.1836, 2025714.9050
13.3667, 2037903.0879
13.5498, 2027745.9080
13.7329, 1994039.3243
13.9160, 1952985.3300
14.0991, 1919685.6671
14.2822, 1878099.7835
14.4653, 1843622.9987
14.6484, 1793573.1296
14.8315, 1777789.8378
15.0146, 1731376.0257
15.1978, 1689007.3746
15.3809, 1669313.6167
15.5640, 1636052.8441
15.7471, 1591019.2010
15.9302, 1602122.7745
16.1133, 1576068.3149
16.2964, 1540969.8376
16.4795, 1550098.6866
16.6626, 1517610.5815
16.8457, 1502493.0170
17.0288, 1453061.9293
17.2119, 1448350.7136
17.3950, 1425370.8893
17.5781, 1400873.4473
17.7612, 1397423.9498
17.9443, 1359082.1991
18.1274, 1375527.7836
18.3105, 1335275.9941
18.4937, 1313003.3070
18.6768, 1305166.9206
18.8599, 1289495.6751
19.0430, 1270534.0150
19.2261, 1278756.3471
19.4092, 1265587.8771
19.5923, 1196294.4512
19.7754, 1191393.9208
19.9585, 1233020.4153
20.1416, 1184091.0633
20.3247, 1199533.6140
20.5078, 1128863.4319
20.6909, 1164492.2564
20.8740, 1123681.8599
21.0571, 1128530.5866
21.2402, 1132018.4345
21.4233, 1134659.5019
21.6064, 1091425.3673
21.7896, 1055302.4446
21.9727, 1024672.8267
22.1558, 1053224.7930
22.3389, 1042930.0987
22.5220, 1006222.7375
22.7051, 1024134.6285
22.8882, 1030097.5211
23.0713, 1048501.4413
23.2544, 1014475.1909
23.4375, 993446.5102
23.6206, 989032.0576
23.8037, 1004646.4499
23.9868, 974757.6430
24.1699, 935962.2765
24.3530, 949825.2729
24.5361, 951623.1374
24.7192, 969903.2896
24.9023, 895369.7900
25.0854, 898234.6858
25.2686, 917722.4865
25.4517, 897100.4120
25.6348, 866584.1238
25.8179, 849355.0627
26.0010, 887608.0237
26.1841, 857401.1865
26.3672, 848924.6915
26.5503, 835751.9705
26.7334, 868107.1430
26.9165, 854144.1169
27.0996, 858624.6180
27.2827, 833570.6055
27.4658, 804670.6026
27.6489, 830174.0439
27.8320, 767294.1229
28.0151, 780881.7947
28.1982, 765428.3350
28.3813, 813787.0685
28.5645, 799847.7505
28.7476, 764658.7536
28.9307, 739254.0344
29.1138, 753644.4306
29.2969, 781369.0375
29.4800, 749147.7022
29.6631, 741609.3172
29.8462, 764867.6423
30.0293, 743113.0776
30.2124, 717412.3984
30.3955, 696554.3482
30.5786, 725788.4436
30.7617, 726518.9646
30.9448, 696290.4752
31.1279, 693819.8063
31.3110, 704132.7836
31.4941, 693247.0118
31.6772, 671856.1657
31.8604, 703608.7221
32.0435, 659976.6502
32.2266, 640158.4993
32.4097, 653585.6933
32.5928, 640115.0586
32.7759, 649505.5109
32.9590, 653596.6421
33.1421, 590099.9546
33.3252, 608896.1251
33.5083, 631158.7589
33.6914, 580022.4788
33.8745, 600197.8659
34.0576, 601587.0763
34.2407, 627252.1694
34.4238, 568459.0552
34.6069, 581995.5813
34.7900, 545438.7068
34.9731, 536520.8737
35.1562, 583621.5252
35.3394, 555717.8403
35.5225, 554991.4729
35.7056, 559110.2582
35.8887, 571371.8403
36.0718, 553362.7124
36.2549, 518328.5281
36.4380, 538082.2599
36.6211, 551453.0549
36.8042, 527917.2469
36.9873, 541006.1568
37.1704, 545880.1341
37.3535, 515469.3396
37.5366, 502769.1467
37.7197, 502088.4194
37.9028, 520523.2485
38.0859, 481062.9894
38.2690, 513672.3892
38.4521, 497888.0189
38.6353, 498840.4664
38.8184, 462164.4781
39.0015, 449039.3304
39.1846, 487340.3620
39.3677, 463801.2887
39.5508, 489990.1923
39.7339, 494554.1177
39.9170, 464363.8988
40.1001, 439765.0473
40.2832, 501152.7032
40.4663, 441881.7286
40.6494, 455014.4276
40.8325, 473916.9864
41.0156, 456118.9638
41.1987, 461304.1063
41.3818, 440170.1502
41.5649, 444285.6918
41.7480, 443907.0192
41.9312, 459798.6404
42.1143, 413063.3142
42.2974, 402599.6463
42.4805, 438520.8625
42.6636, 430678.7604
42.8467, 425798.1478
43.0298, 410283.1845
43.2129, 399536.7916
43.3960, 441275.7118
43.5791, 421643.3648
43.7622, 421297.5914
43.9453, 407161.5429
44.1284, 427648.5990
44.3115, 410768.9142
44.4946, 393823.2997
44.6777, 401428.9399
44.8608, 400297.7740
45.0439, 410933.1540
45.2271, 415462.8880
45.4102, 395111.4031
45.5933, 389827.8662
45.7764, 421547.7104
45.9595, 406709.2145
46.1426, 410487.4192
46.3257, 381300.4097
46.5088, 426907.9624
46.6919, 388021.1349
46.8750, 383620.1124
47.0581, 362832.2247
47.2412, 338668.8667
47.4243, 357938.8821
47.6074, 383787.8524
47.7905, 378437.9247
47.9736, 377813.6275
48.1567, 384615.4806
48.3398, 386099.7032
48.5229, 359968.9872
48.7061, 372585.3307
48.8892, 387586.7781
49.0723, 367693.7047
49.2554, 372082.0849
49.4385, 335292.8773
49.6216, 370169.8309
49.8047, 345686.9445
49.9878, 379658.7523
50.1709, 326742.3464
50.3540, 386415.4699
50.5371, 356258.8328
50.7202, 394042.4911
50.9033, 318812.4764
51.0864, 346260.2631
51.2695, 320866.4397
51.4526, 364102.9841
51.6357, 329768.6899
51.8188, 331896.9101
52.0020, 314469.9276
52.1851, 365800.9914
52.3682, 338234.0301
52.5513, 316153.0686
52.7344, 310799.9045
52.9175, 333633.7460
53.1006, 318644.6149
53.2837, 282672.4189
53.4668, 315712.2376
53.6499, 339062.6849
53.8330, 319366.3564
54.0161, 337030.1319
54.1992, 312574.6604
54.3823, 258773.6497
54.5654, 348436.5304
54.7485, 308169.0389
54.9316, 338061.2935
55.1147, 297095.1367
55.2979, 311774.2675
55.4810, 316835.1262
55.6641, 314899.3396
55.8472, 301225.9247
56.0303, 278591.0864
56.2134, 294789.1680
56.3965, 308455.4000
56.5796, 298919.1833
56.7627, 274468.5538
56.9458, 258983.7522
57.1289, 302899.3676
57.3120, 256407.1549
57.4951, 278575.0386
57.6782, 281715.4757
57.8613, 232582.9817
58.0444, 281138.4579
58.2275, 292760.6262
58.4106, 255729.2800
58.5938, 256893.5105
58.7769, 271649.5644
58.9600, 284369.1514
59.1431, 221803.3320
59.3262, 251959.4827
59.5093, 249541.8313
59.6924, 263885.4040
59.8755, 280415.7409
60.0586, 236452.1375
60.2417, 227618.2015
60.4248, 213237.0990
60.6079, 279861.2335
60.7910, 257970.7310
60.9741, 275231.7003
61.1572, 212344.2062
61.3403, 250087.5062
61.5234, 233539.1206
61.7065, 216339.3533
61.8896, 262623.3418
62.0728, 262310.2085
62.2559, 263652.6233
62.4390, 263770.7246
62.6221, 196959.6166
62.8052, 270944.5558
62.9883, 239419.4465
63.1714, 205817.8137
63.3545, 253059.0091
63.5376, 247098.1625
63.7207, 266416.7584
63.9038, 244744.8417
64.0869, 242245.6391
64.2700, 258483.8288
64.4531, 245135.7318
64.6362, 257649.0458
64.8193, 251149.5521
65.0024, 219619.4132
65.1855, 192706.1285
65.3687, 225635.3855
65.5518, 228925.9115
65.7349, 226497.2681
65.9180, 240134.3772
66.1011, 225907.9544
66.2842, 222300.1278
66.4673, 199325.0253
66.6504, 253720.3165
66.8335, 231947.0601
67.0166, 210032.7664
67.1997, 248631.6927
67.3828, 186817.2522
67.5659, 228266.4235
67.7490, 176223.7235
67.9321, 241185.3918
68.1152, 222386.2926
68.2983, 246968.1364
68.4814, 259181.8900
68.6646, 201853.3740
68.8477, 225491.9840
69.0308, 224929.5142
69.2139, 250763.2674
69.3970, 241652.2985
69.5801, 219605.2007
69.7632, 251890.3366
69.9463, 200033.7919
70.1294, 190630.3761
70.3125, 232738.2282
70.4956, 215366.8014
70.6787, 183999.9385
70.8618, 223965.7713
71.0449, 209205.6637
71.2280, 233647.2862
71.4111, 222282.5336
71.5942, 200836.9036
71.7773, 184526.4029
71.9604, 222076.1864
72.1436, 228521.4412
72.3267, 246781.4916
72.5098, 187062.5157
72.6929, 195116.3129
72.8760, 266577.7192
73.0591, 211671.0040
73.2422, 205441.9399
73.4253, 238923.4287
73.6084, 188019.5429
73.7915, 216047.8498
73.9746, 233073.5267
74.1577, 229543.8585
74.3408, 198781.6932
74.5239, 205312.9480
74.7070, 196710.7716
74.8901, 220440.3217
75.0732, 191213.6640
75.2563, 244521.5090
75.4395, 233301.8044
75.6226, 215086.3918
75.8057, 245812.7861
75.9888, 225772.1954
76.1719, 251503.9135
76.3550, 244638.2699
76.5381, 186140.3714
76.7212, 217580.1532
76.9043, 220713.9272
77.0874, 238777.3721
77.2705, 221568.7554
77.4536, 215220.1335
77.6367, 171542.0484
77.8198, 220524.0812
78.0029, 158497.3764
78.1860, 166356.8732
78.3691, 229183.9056
78.5522, 193424.1288
78.7354, 203075.5966
78.9185, 173080.0778
79.1016, 210646.1653
79.2847, 207756.8749
79.4678, 215940.8414
79.6509, 194711.8996
79.8340, 152522.0816
80.0171, 187496.0276
80.2002, 233639.7494
80.3833, 170059.1136
80.5664, 178198.7572
80.7495, 205289.3492
80.9326, 205263.6099
81.1157, 171581.9805
81.2988, 194233.0343
81.4819, 178476.2355
81.6650, 205126.2140
81.8481, 199522.6489
82.0312, 193356.8578
82.2144, 207388.3654
82.3975, 208881.6289
82.5806, 158071.4292
82.7637, 197750.8869
82.9468, 166289.9193
83.1299, 166507.7781
83.3130, 231529.4823
83.4961, 186533.8093
83.6792, 146900.2143
83.8623, 173417.3363
84.0454, 133704.5236
84.2285, 191103.3916
84.4116, 152326.9513
84.5947, 176088.2767
84.7778, 207997.1255
84.9609, 149897.6615
85.1440, 150400.5036
85.3271, 183122.7456
85.5103, 165189.1054
85.6934, 194599.7126
85.8765, 183735.9453
86.0596, 158994.3895
86.2427, 180955.7056
86.4258, 195695.8662
86.6089, 173007.6389
86.7920, 180090.1598
86.9751, 187636.0836
87.1582, 195228.9723
87.3413, 155239.0011
87.5244, 142157.8692
87.7075, 155114.2096
87.8906, 205340.7151
88.0737, 156143.3328
88.2568, 193900.8505
88.4399, 182359.2066
88.6230, 181104.7931
88.8062, 189153.7941
88.9893, 141616.5180
89.1724, 154604.1792
89.3555, 148227.1926
89.5386, 184510.6422
89.7217, 190657.7633
89.9048, 177995.4689
90.0879, 132316.6266
90.2710, 173795.3897
90.4541, 146754.0390
90.6372, 155187.6948
90.8203, 150223.6077
91.0034, 204292.3658
91.1865, 147356.8390
91.3696, 161840.3460
91.5527, 162153.4758
91.7358, 167696.1469
91.9189, 138052.0649
92.1021, 122135.0580
92.2852, 157322.4397
92.4683, 130643.7357
92.6514, 149315.7192
92.8345, 195313.5681
93.0176, 180729.5527
93.2007, 147284.1187
93.3838, 157177.5930
93.5669, 132331.3304
93.7500, 161237.8269
93.9331, 166363.2679
94.1162, 159108.1100
94.2993, 166726.8015
94.4824, 138545.5624
94.6655, 177321.0535
94.8486, 208459.0539
95.0317, 150525.5198
95.2148, 121321.7746
95.3979, 156417.8576
95.5811, 125433.7077
95.7642, 168229.3061
95.9473, 157000.1788
96.1304, 187318.8981
96.3135, 122230.3936
96.4966, 158194.2095
96.6797, 161876.0168
96.8628, 138748.3887
97.0459, 150186.6270
97.2290, 124391.8202
97.4121, 166522.7825
97.5952, 154008.4674
97.7783, 174234.8424
97.9614, 152755.4280
98.1445, 182595.9458
98.3276, 158153.9882
98.5107, 491720.5902
98.6938, 167718.7058
98.8770, 182441.4567
99.0601, 159848.9196
99.2432, 133207.4271
99.4263, 102126.0465
99.6094, 119422.9561
99.7925, 147693.2900
99.9756, 107581.9011
100.1587, 159327.6536
100.3418, 111983.3416
100.5249, 132821.5400
100.7080, 146598.2840
100.8911, 160643.3152
101.0742, 151535.6548
101.2573, 122150.7297
101.4404, 129428.6436
101.6235, 181656.9564
101.8066, 118324.1917
101.9897, 120949.9395
102.1729, 104841.7606
102.3560, 106323.2886
102.5391, 128896.0032
102.7222, 104960.7998
102.9053, 139053.2751
103.0884, 135167.2577
103.2715, 136831.4897
103.4546, 122658.8216
103.6377, 129652.8612
103.8208, 114660.5551
104.0039, 156654.5665
104.1870, 82643.2599
104.3701, 152792.4375
104.5532, 98949.7574
104.7363, 90633.9683
104.9194, 135730.4842
105.1025, 136492.2460
105.2856, 118359.2832
105.4688, 87919.7168
105.6519, 153226.3260
105.8350, 129757.9825
106.0181, 125834.1614
106.2012, 139721.6374
106.3843, 173855.4806
106.5674, 110335.9735
106.7505, 97358.4518
106.9336, 115533.3761
107.1167, 126370.8266
107.2998, 111420.8448
107.4829, 134461.4821
107.6660, 85733.0332
107.8491, 112365.7015
108.0322, 110102.4113
108.2153, 147506.9989
108.3984, 99080.4470
108.5815, 157888.5351
108.7646, 128437.8317
108.9478, 106802.3415
109.1309, 118966.8552
109.3140, 94720.7451
109.4971, 108036.2282
109.6802, 94861.0949
109.8633, 132962.4609
110.0464, 92343.4912
110.2295, 113929.6412
110.4126, 107408.2561
110.5957, 78483.5315
110.7788, 61177.0653
110.9619, 133094.1205
111.1450, 65829.6958
111.3281, 148139.8705
111.5112, 137769.9948
111.6943, 124448.1011
111.8774, 110065.7379
112.0605, 125238.5936
112.2437, 129665.4108
112.4268, 113172.9519
112.6099, 154380.1293
112.7930, 135288.6317
112.9761, 112102.4507
113.1592, 94710.1209
113.3423, 188227.5374
113.5254, 95694.6243
113.7085, 87183.2115
113.8916, 94640.4946
114.0747, 90598.4976
114.2578, 132487.5635
114.4409, 134147.7106
114.6240, 86177.3870
114.8071, 150825.7223
114.9902, 65042.0887
115.1733, 151513.1053
115.3564, 124359.2445
115.5396, 125243.1356
115.7227, 92455.6228
115.9058, 119661.5535
116.0889, 165812.3519
116.2720, 96805.7090
116.4551, 127902.0460
116.6382, 123939.5795
116.8213, 97025.9150
117.0044, 161426.6512
117.1875, 122718.1009
117.3706, 77976.4461
117.5537, 138126.5817
117.7368, 143590.7084
117.9199, 94303.8961
118.1030, 98831.5856
118.2861, 113048.2820
118.4692, 83737.0238
118.6523, 94656.0082
118.8354, 123928.4393
119.0186, 77925.0148
119.2017, 118747.8779
119.3848, 106282.3574
119.5679, 172616.2057
119.7510, 73821.0666
119.9341, 51748.7936
120.1172, 143518.4787
120.3003, 91338.6210
120.4834, 108215.0709
120.6665, 138944.8729
120.8496, 117143.5021
121.0327, 28347.6937
121.2158, 90700.1778
121.3989, 90130.8873
121.5820, 94899.9247
121.7651, 71236.2356
121.9482, 95589.1785
122.1313, 77779.1891
122.3145, 116153.9616
122.4976, 96997.8754
122.6807, 99962.9389
122.8638, 89628.0104
123.0469, 139365.5901
123.2300, 82887.7420
123.4131, 116693.3683
123.5962, 88930.6761
123.7793, 97920.7601
123.9624, 94935.6581
124.1455, 116070.2944
124.3286, 133646.2591
124.5117, 100210.6087
124.6948, 133893.3185
124.8779, 103839.8492
125.0610, 122571.4992
125.2441, 80916.7232
125.4272, 116278.5297
125.6104, 145066.3223
125.7935, 137062.8800
125.9766, 83274.2327
126.1597, 52211.9565
126.3428, 87887.6683
126.5259, 51189.2221
126.7090, 97148.1034
126.8921, 95520.3377
127.0752, 130761.9302
127.2583, 92926.8846
127.4414, 133800.1128
127.6245, 117512.3390
127.8076, 68620.7574
127.9907, 113496.2841
128.1738, 89226.5446
128.3569, 89821.7039
128.5400, 67562.8751
128.7231, 85457.4638
128.9062, 83062.5663
129.0894, 118810.5091
129.2725, 85275.3353
129.4556, 112744.2037
129.6387, 105859.2021
129.8218, 115555.0936
130.0049, 117291.7671
130.1880, 113029.1511
130.3711, 115594.0004
130.5542, 122782.6802
130.7373, 77034.3412
130.9204, 128322.7089
131.1035, 65991.6232
131.2866, 99400.7765
131.4697, 113101.0508
131.6528, 79445.3779
131.8359, 108957.9314
132.0190, 115565.1555
132.2021, 70817.6998
132.3853, 123814.7689
132.5684, 162365.3542
132.7515, 74422.6700
132.9346, 89902.7969
133.1177, 87975.8912
133.3008, 106462.3014
133.4839, 117779.4972
133.6670, 130003.2712
133.8501, 94270.9705
134.0332, 92531.7215
134.2163, 84691.4447
134.3994, 102574.4582
134.5825, 112462.0298
134.7656, 112886.0355
134.9487, 99533.2119
135.1318, 41073.3630
135.3149, 98524.4514
135.4980, 101258.3928
135.6812, 57303.1561
135.8643, 88528.1056
136.0474, 110623.8502
136.2305, 83411.4846
136.4136, 103022.3655
136.5967, 90375.3975
136.7798, 106414.5113
136.9629, 121441.8324
137.1460, 61339.4494
137.3291, 121068.0356
137.5122, 99499.3161
137.6953, 84836.7667
137.8784, 98812.9200
138.0615, 52401.7831
138.2446, 70686.9842
138.4277, 130952.2029
138.6108, 75431.3132
138.7939, 143395.1626
138.9771, 84773.3135
139.1602, 106543.4911
139.3433, 40253.0521
139.5264, 127241.5271
139.7095, 83981.1669
139.8926, 94848.7223
140.0757, 96448.8173
140.2588, 92148.0175
140.4419, 81508.2931
140.6250, 76815.0498
140.8081, 46862.8140
140.9912, 51080.7306
141.1743, 71016.0656
141.3574, 129224.8893
141.5405, 57952.1635
141.7236, 85058.7169
141.9067, 79691.0038
142.0898, 10573.9847
142.2729, 68021.4264
142.4561, 78762.1273
142.6392, 77385.7137
142.8223, 49688.5764
143.0054, 49577.9250
143.1885, 127240.6291
143.3716, 130999.1920
143.5547, 39692.6483
143.7378, 65259.9090
143.9209, 71948.8153
144.1040, 71937.0543
144.2871, 70585.4038
144.4702, 54788.6528
144.6533, 96530.1896
144.8364, 62617.4578
145.0195, 63614.4254
145.2026, 83513.5021
145.3857, 40351.6661
145.5688, 83997.6284
145.7520, 38642.0131
145.9351, 92347.7355
146.1182, 82100.6767
146.3013, 106408.4400
146.4844, 86376.0384
146.6675, 32387.4018
146.8506, 82608.0919
147.0337, 89448.5734
147.2168, 60576.6859
147.3999, 40212.1130
147.5830, 92155.4946
147.7661, 142171.0579
147.9492, 60423.0061
148.1323, 46223.8348
148.3154, 9530.6898
148.4985, 61281.2898
148.6816, 67239.9900
148.8647, 77818.1962
149.0479, 78105.4467
149.2310, 50848.6478
149.4141, 104971.4210
149.5972, 73937.6359
149.7803, 76464.1625
149.9634, 89053.5306
150.1465, 30903.1705
150.3296, 50961.0250
150.5127, 62347.0660
150.6958, 64103.4169
150.8789, 106585.9292
151.0620, 94470.5001
151.2451, 70282.8005
151.4282, 76212.7710
151.6113, 41590.7138
151.7944, 54766.6587
151.9775, 74436.1930
152.1606, 66357.0371
152.3438, 28686.5922
152.5269, 56136.6688
152.7100, 13723.7004
152.8931, 99355.9350
153.0762, 32893.1998
153.2593, 51825.0240
153.4424, 85035.5666
153.6255, 71278.8648
153.8086, 72008.6701
153.9917, 91996.5886
154.1748, 61979.5086
154.3579, 61867.4140
154.5410, 85055.8708
154.7241, 66595.2408
154.9072, 84120.9166
155.0903, 7360.4635
155.2734, 38039.0820
155.4565, 124687.7515
155.6396, 18996.3152
155.8228, 52146.6965
156.0059, 60104.1238
156.1890, 32133.9542
156.3721, 67401.0994
156.5552, 90172.0377
156.7383, 99073.6121
156.9214, 37006.8824
157.1045, 72077.8236
157.2876, 37891.6994
157.4707, 45469.8912
157.6538, 42081.4527
157.8369, 105782.3329
158.0200, 132903.5459
158.2031, 50112.1278
158.3862, 68719.1955
158.5693, 78933.1956
158.7524, 52268.3774
158.9355, 141171.5062
159.1187, 58170.5645
159.3018, 97873.1699
159.4849, 49285.2861
159.6680, 37493.5614
159.8511, 89832.8211
160.0342, 70308.0114
160.2173, 101193.2569
160.4004, 86702.8717
160.5835, 40870.6944
160.7666, 89328.4371
160.9497, 43704.2153
161.1328, 63456.5673
161.3159, 79070.6121
161.4990, 53542.8670
161.6821, 52221.5613
161.8652, 66010.6893
162.0483, 67032.7850
162.2314, 21160.1165
162.4146, 57263.3377
162.5977, 58353.5829
162.7808, 23400.3381
162.9639, 42013.1326
163.1470, 41715.6344
163.3301, 59440.5425
163.5132, 43958.6491
163.6963, 52268.4704
163.8794, 17976.2777
164.0625, 59948.8435
164.2456, 66038.2861
164.4287, 49142.0167
164.6118, 57196.6124
164.7949, 67739.5832
164.9780, 26370.6426
165.1611, 98465.8245
165.3442, 60586.6064
165.5273, 53130.0075
165.7104, 3961.6292
165.8936, 74697.9345
166.0767, 33003.2281
166.2598, 76465.3892
166.4429, 89477.2281
166.6260, 27203.1462
166.8091, 91619.6642
166.9922, 26728.3315
167.1753, 66273.6126
167.3584, 29626.9657
167.5415, 47704.3069
167.7246, 58952.9296
167.9077, 69975.8983
168.0908, 42354.5387
168.2739, 36739.6303
168.4570, 66780.2878
168.6401, 56350.9605
168.8232, 30038.9989
169.0063, 92629.1044
169.1895, 56321.9682
169.3726, 108133.2923
169.5557, 49331.0084
169.7388, 9939.7069
169.9219, 50572.2832
170.1050, 26884.8716
170.2881, 45657.8167
170.4712, 22581.9565
170.6543, 39638.9374
170.8374, 26028.4898
171.0205, 44525.9724
171.2036, 52021.9025
171.3867, 56943.7672
171.5698, 57858.5793
171.7529, 44344.2768
171.9360, 49605.5840
172.1191, 46189.5229
172.3022, 6953.7338
172.4854, 40419.5401
172.6685, 48201.0482
172.8516, 28235.9244
173.0347, 14264.7863
173.2178, 10212.2873
173.4009, 8252.8015
173.5840, 56020.2081
173.7671, 33611.6758
173.9502, 73789.7563
174.1333, 44760.0527
174.3164, 25236.7530
174.4995, 10283.4563
174.6826, 31074.5458
174.8657, 19157.5806
175.0488, 69513.0089
175.2319, 56009.1357
175.4150, 56228.0369
175.5981, 34621.6346
175.7812, 84443.1069
175.9644, 33272.0254
176.1475, 44482.8758
176.3306, 62590.7496
176.5137, 51075.0558
176.6968, 33379.2452
176.8799, 87977.3141
177.0630, 38121.2028
177.2461, 48718.5831
177.4292, 14149.7874
177.6123, 15840.5442
177.7954, 67106.0933
177.9785, 85096.3854
178.1616, 61521.2167
178.3447, 54055.4079
178.5278, 36375.2732
178.7109, 46149.5393
178.8940, 30827.1678
179.0771, 89263.0480
179.2603, 48546.1264
179.4434, 39987.6408
179.6265, 16487.6100
179.8096, 60778.3635
179.9927, 55583.8438
180.1758, 32566.0813
180.3589, 34369.3826
180.5420, 51569.0087
180.7251, 30261.3506
180.9082, 85301.9852
181.0913, 54788.2588
181.2744, 43485.6639
181.4575, 39468.0810
181.6406, 80867.7967
181.8237, 95922.4989
182.0068, 25514.8749
182.1899, 35546.8072
182.3730, 64105.7680
182.5562, 39302.5441
182.7393, 18725.9203
182.9224, 29825.7588
183.1055, 11624.0344
183.2886, 20948.6568
183.4717, 63696.6090
183.6548, 44374.2319
183.8379, 56883.3824
184.0210, 64911.8439
184.2041, 70502.3631
184.3872, 10730.0564
184.5703, 33581.1505
184.7534, 40209.5173
184.9365, 32514.6404
185.1196, 49615.3875
185.3027, 72009.9509
185.4858, 44441.7767
185.6689, 48007.8102
185.8521, 66389.9706
186.0352, 54995.7175
186.2183, 20156.0086
186.4014, 103743.9238
186.5845, 6747.0715
186.7676, 51050.2133
186.9507, 7631.8450
187.1338, 53987.0644
187.3169, 63224.5116
187.5000, 41088.7637
187.6831, 33940.7005
187.8662, 56137.8026
188.0493, 63189.7852
188.2324, 72797.3118
188.4155, 45934.8740
188.5986, 27950.0380
188.7817, 28043.6567
188.9648, 99946.2356
189.1479, 43662.6494
189.3311, 17720.7874
189.5142, 90559.3703
189.6973, 49589.1647
189.8804, 73718.1531
190.0635, 67003.4196
190.2466, 39081.4975
190.4297, 110768.2899
190.6128, 50290.0045
190.7959, 44613.8396
190.9790, 69081.3127
191.1621, 40779.7220
191.3452, 62749.4489
191.5283, 59192.1167
191.7114, 88420.7683
191.8945, 55243.4943
192.0776, 73070.1313
192.2607, 47042.0222
192.4438, 51614.9387
192.6270, 85172.2376
192.8101, 31676.4519
192.9932, 36838.5542
193.1763, 45588.7440
193.3594, 50508.4143
193.5425, 36367.6202
193.7256, 71751.7839
193.9087, 50439.8183
194.0918, 17233.5381
194.2749, 27256.9572
194.4580, 59814.5874
194.6411, 42863.6086
194.8242, 46159.2805
195.0073, 26294.1263
195.1904, 67626.2223
195.3735, 48555.2036
